node_name,count,patient_list,DDTRequestTime,KSRequestTime,KSTimeCommunication,KSTimeExec,TaggingTimeCommunication,TaggingTimeExec,medco-connector-DDT,medco-connector-i2b2-PDO,medco-connector-i2b2-PSM,medco-connector-local-agg,medco-connector-local-patient-list-masking,medco-connector-overall,medco-connector-unlynx-key-switch-count,medco-connector-unlynx-key-switch-patient-list
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],147,33,28,0,91,26,150,70,6242,0,9,6521,11,35
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],112,34,29,0,75,27,115,62,6300,0,6,6531,10,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],127,33,27,0,79,28,130,105,6277,0,9,6572,13,35
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],120,31,26,0,86,24,123,53,6300,0,9,6534,12,33
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],113,31,26,0,77,26,116,63,6277,0,9,6514,13,33
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],121,32,27,0,83,27,123,54,6337,0,8,6570,11,33
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],115,33,27,0,77,28,118,63,6233,0,9,6472,11,35
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],112,32,26,0,73,29,115,63,6218,0,9,6453,11,33
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],108,34,29,0,71,26,111,69,6228,0,9,6467,11,36
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],119,35,30,0,82,28,122,67,6154,0,8,6402,12,37
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],113,33,27,0,73,30,116,62,6219,0,10,6457,12,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],114,31,26,0,76,29,117,66,6293,0,8,6531,12,33
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],108,33,28,0,70,28,111,61,6171,0,7,6400,12,34
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],112,34,29,0,73,28,115,60,6267,0,9,6501,11,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],110,32,27,0,73,27,113,64,6323,0,8,6557,11,34
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],120,27,23,0,84,28,123,62,6315,0,8,6550,11,28
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],120,27,22,0,83,28,123,64,6184,0,8,6422,12,28
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],115,31,27,0,78,27,118,62,6366,0,8,6600,10,33
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],116,27,22,0,79,27,118,65,6146,0,9,6382,12,29
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],107,33,27,0,74,24,110,66,6203,0,9,6437,11,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],112,27,23,0,77,27,115,66,6358,0,9,6592,11,29
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],109,33,28,0,73,27,112,87,6512,0,9,6771,11,35
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],107,31,26,0,69,28,110,68,6172,0,8,6403,10,32
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],121,34,27,0,82,28,124,67,6277,0,5,6522,10,36
